Id,Code,Description,Service,Workset,Wall,Structural,Bearing
23456660,,PLASTBOARD,Piping,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_S4BB,No,Non-bearing
23457884,,PLASTBOARD,Cable Containment,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_F90A_S4BC,No,Non-bearing
23458085,,PLASTBOARD,Duct,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_F90A_S4BC,No,Non-bearing
23458795,,PLASTBOARD,Duct,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_F90A_S4BC,No,Non-bearing
23458831,,PLASTBOARD,Duct,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_F90A_S4BC,No,Non-bearing
23459248,01.401,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_F90A_S4BC,No,Non-bearing
23462910,,PLASTBOARD,Cable Containment,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_F90A_S4BC,No,Non-bearing
23462913,,PLASTBOARD,Cable Containment,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_F90A_S4BC,No,Non-bearing
23463012,,PLASTBOARD,Cable Containment,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_F90A_S4BC,No,Non-bearing
23466455,,PLASTBOARD,Cable Containment,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_F90A_S4BC,No,Non-bearing
23466730,,PLASTBOARD,Duct,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_F90A_S4BC,No,Non-bearing
23466949,,PLASTBOARD,Duct,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_F90A_S4BC,No,Non-bearing
23467676,,PLASTBOARD,Cable Containment,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_F90A_S4BC,No,Non-bearing
23467820,01.403,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_F90A_S4BC,No,Non-bearing
23467920,,PLASTBOARD,????,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_F90A_S4BC,No,Non-bearing
23468075,01.404,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_F90A_S4BC,No,Non-bearing
23468214,01.405,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_F90A_S4BC,No,Non-bearing
23468229,01.406,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_F90A_S4BC,No,Non-bearing
23468242,01.407,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_F90A_S4BC,No,Non-bearing
23468255,01.408,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_F90A_S4BC,No,Non-bearing
23468269,01.409,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_F90A_S4BC,No,Non-bearing
23468282,01.410,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_F90A_S4BC,No,Non-bearing
23468291,01.411,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_F90A_S4BC,No,Non-bearing
23468302,01.412,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_F90A_S4BC,No,Non-bearing
23473603,,PLASTBOARD,Duct,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_S4BA,No,Non-bearing
23473621,,PLASTBOARD,Piping,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_wet area_S4BG,No,Non-bearing
23473624,,PLASTBOARD,Cable Containment,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_wet area_S4BG,No,Non-bearing
23473893,01.413,PLASTBOARD,Piping,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW100_F2AB,No,Non-bearing
23473919,01.414,PLASTBOARD,Piping,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW100_F2AB,No,Non-bearing
23496564,01.415,PLASTBOARD,Piping,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_wet area_S4BG,No,Non-bearing
23507954,,PLASTBOARD,Piping,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_F90A_S4BC,No,Non-bearing
23509713,,PLASTBOARD,Piping,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_F90A_S4BC,No,Non-bearing
23510223,,PLASTBOARD,Piping,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_F90A_S4BC,No,Non-bearing
23510313,,PLASTBOARD,Piping,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_F90A_S4BC,No,Non-bearing
23510315,,PLASTBOARD,Piping,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_F90A_S4BC,No,Non-bearing
23510409,,PLASTBOARD,Piping,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_F90A_S4BC,No,Non-bearing
23510440,,PLASTBOARD,Piping,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_F90A_S4BC,No,Non-bearing
23510505,,PLASTBOARD,Cable Containment,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_F90A_S4BC,No,Non-bearing
23511537,,PLASTBOARD,Cable Containment,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_F90A_S4BC,No,Non-bearing
23511630,,PLASTBOARD,Cable Containment,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_F90A_S4BC,No,Non-bearing
23511681,,PLASTBOARD,Piping,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_F90A_S4BC,No,Non-bearing
23511775,,PLASTBOARD,Piping,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_F90A_S4BC,No,Non-bearing
23511886,,PLASTBOARD,Piping,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_F90A_S4BC,No,Non-bearing
23511928,,PLASTBOARD,Cable Containment,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW150-NN_NA_F90A_S4BC,No,Non-bearing
23513050,01.416,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Int gypsum wall GYP NN-CW100-NN_NA_S4AA,No,Non-bearing
23515069,,PLASTBOARD,Cable Containment,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23515397,,PLASTBOARD,Duct,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23515476,01.417,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23515551,01.418,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23515574,01.419,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23515959,,PLASTBOARD,Cable Containment,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23516025,01.420,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23516042,01.421,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23516079,01.422,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23516102,01.423,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23516121,01.424,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23516145,01.425,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23516169,01.426,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23516198,01.427,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23516216,01.428,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23516229,01.429,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23516247,01.430,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23516262,01.431,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23516292,01.432,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23516309,01.433,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23516374,01.434,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23516417,01.435,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23516533,,PLASTBOARD,Cable Containment,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23517013,,PLASTBOARD,Cable Containment,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23517099,,PLASTBOARD,Cable Containment,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23517330,,PLASTBOARD,Cable Containment,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23517462,01.436,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23517487,01.437,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23517513,01.438,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23517537,01.439,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23517575,01.440,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23517592,01.441,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23517606,01.442,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23517626,01.443,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23517638,01.444,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23517662,01.445,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23517683,01.446,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23517695,01.447,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23517708,01.448,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23517761,01.449,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23517815,01.450,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23517834,01.451,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23517847,01.452,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23517929,,PLASTBOARD,????,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23517993,,PLASTBOARD,????,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23518023,,PLASTBOARD,????,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23518141,,PLASTBOARD,????,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23518145,01.453,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23518147,01.454,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23518150,,PLASTBOARD,????,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23518154,01.455,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23518156,01.456,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23518160,01.457,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23518165,,PLASTBOARD,Cable Containment,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23518168,01.458,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23518170,01.459,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23518172,01.460,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23518174,01.461,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23518659,01.462,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23518661,01.463,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23518662,,PLASTBOARD,Cable Containment,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23518664,,PLASTBOARD,Cable Containment,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23518667,01.464,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23518669,01.465,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23518671,01.466,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23518673,01.467,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23518675,01.468,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23518677,01.469,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23518679,01.470,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23518681,01.471,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23518683,01.472,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23518685,01.473,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23518687,01.474,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23518689,01.475,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23518690,,PLASTBOARD,????,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23518692,,PLASTBOARD,????,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23518694,,PLASTBOARD,????,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23518911,,PLASTBOARD,Cable Containment,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23519050,,PLASTBOARD,Duct,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23519090,,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23519332,01.476,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23519389,01.477,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23519410,01.478,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23519427,01.479,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23519547,01.480,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23519577,01.481,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23519595,,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23519794,,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23519825,,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23520167,01.482,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23520269,01.483,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23520283,01.484,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23520303,01.485,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23520397,,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23520463,,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23520814,,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23521031,01.486,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23521077,01.487,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23521091,01.488,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23521132,01.489,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23521193,,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23521275,01.490,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23521365,01.491,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23521376,01.492,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23521414,01.493,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23521629,,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23521631,,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23522077,01.494,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23522120,01.495,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23522171,01.496,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23522180,01.497,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23522218,01.498,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23522231,01.499,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23522243,01.500,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23522341,01.501,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23522362,01.502,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23522374,01.503,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23522394,01.504,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23522438,01.505,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23522472,01.506,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23522510,01.507,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23522544,01.508,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23522553,01.509,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23522565,01.510,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23522605,01.511,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23522623,,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23523139,,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23523193,,PLASTBOARD,Fire,BIMMS_OPE'S_WORKSHEET,22_RHD_Interior Metal Grill Cladding Wall_variable,No,Non-bearing
23540643,GF.WL.010,PRECAST,Duct,BIMMS_OPEs_Precst,21_RHD_cellular_concrete_300_F90A_M1DA,Yes,Bearing
23540707,GF.WL.016,PRECAST,Duct,BIMMS_OPEs_Precst,21_RHD_cellular_concrete_300_F90A_M1DA,Yes,Bearing
23542344,GF.WL.024,PRECAST,Piping,BIMMS_OPEs_Precst,21_RHD_cellular_concrete_300_F90AM_M1DB,No,Non-bearing
23544553,GF.WL.358,PRECAST,Piping,BIMMS_OPEs_Precst,21_RHD_cellular_concrete_300_F90A_M1DA,Yes,Bearing
23545092,GF.WL.102,PRECAST,Duct,BIMMS_OPEs_Precst,21_RHD_cellular_concrete_300_F90A_M1DA,Yes,Bearing
